-5.138264301171184378e+00,2.702459891811149983e+00,1.000000000000000000e+00
-3.476970143591974427e+00,2.915969914775602412e+00,1.000000000000000000e+00
-5.234136956949180686e+00,1.668857121790828790e+00,1.000000000000000000e+00
-4.232565270847091554e+00,4.233344181563953867e+00,1.000000000000000000e+00
-4.457439956414035009e+00,1.336062956224010057e+00,1.000000000000000000e+00
-5.465729753570256477e+00,1.344628413780966980e+00,1.000000000000000000e+00
-6.913280244657798335e+00,2.342186326031287180e+00,1.000000000000000000e+00
-5.562287529240972361e+00,-4.394021927191338328e-01,1.000000000000000000e+00
-4.685752667404726068e+00,5.676404932295215922e-01,1.000000000000000000e+00
-6.412303701335291706e+00,7.158600374366119734e-01,1.000000000000000000e+00
-5.225776300486535852e+00,4.072740366684292290e+00,1.000000000000000000e+00
-6.424748186213456336e+00,2.095499302912368300e+00,1.000000000000000000e+00
-4.889077410290133763e+00,1.230126567854870068e+00,1.000000000000000000e+00
-4.624301981654328486e+00,3.722492726050523615e-01,1.000000000000000000e+00
-5.291693749793276780e+00,1.150568618630817941e+00,1.000000000000000000e+00
-3.147721815491062003e+00,1.149058348415618047e+00,1.000000000000000000e+00
-6.057710928955900798e+00,1.980912041721216266e+00,1.000000000000000000e+00
-6.220843649971022238e+00,3.163254170357315154e+00,1.000000000000000000e+00
-6.959670123879775794e+00,2.295377728741726742e+00,1.000000000000000000e+00
-4.803138764130876481e+00,1.216612762931046365e-01,1.000000000000000000e+00
-4.828631718810029838e+00,3.044349452788785548e+00,1.000000000000000000e+00
-5.301103695589288733e+00,1.836448630581396735e+00,1.000000000000000000e+00
-5.719844208394708751e+00,-9.094585104447849844e-02,1.000000000000000000e+00
-3.942877773781084283e+00,1.348558402753794683e+00,1.000000000000000000e+00
-6.763040155362734396e+00,2.485949645387163454e+00,1.000000000000000000e+00
-5.385082280416316536e+00,2.458323944865826061e+00,1.000000000000000000e+00
-4.388323711159132223e+00,1.042687726498588763e+00,1.000000000000000000e+00
-4.068719880883801210e+00,3.458053507513958902e+00,1.000000000000000000e+00
-5.309212375851214638e+00,8.131671968773865888e-01,1.000000000000000000e+00
-4.024454872877640810e+00,2.468477237409169689e+00,1.000000000000000000e+00
